Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O14802|RPC1_HUMAN	O14802	RPC1_HUMAN	POLR3A	1390	false	false	Homo sapiens	DNA-directed RNA polymerase III subunit RPC1	1:Experimental evidence at protein level	5.90	1.0000	0.9990	0.00000000000000	5	5	5	12	12	12	     0	     0	     0	12C(57.0214), 1C(57.0214), 7C(57.0214)		
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	false	false	Homo sapiens	Proteasome subunit alpha type-7	1:Experimental evidence at protein level	49.60	1.0000	0.9990	0.00000000000000	10	6	10	70	31	70	     0	     0	     0	2C(57.0214), 9C(57.0214)		
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	false	false	Homo sapiens	Secretory carrier-associated membrane protein 3	1:Experimental evidence at protein level	30.84	1.0000	0.9990	0.00000000000000	7	7	7	28	28	28	     0	     0	     0			
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	false	false	Homo sapiens	Glutathione S-transferase 3, mitochondrial	1:Experimental evidence at protein level	32.24	1.0000	0.9990	0.00000000000000	3	3	3	21	21	21	     0	     0	     0	19C(57.0214)		
sp|O14893|GEMI2_HUMAN	O14893	GEMI2_HUMAN	GEMIN2	280	false	false	Homo sapiens	Gem-associated protein 2	1:Experimental evidence at protein level	22.86	1.0000	0.9990	0.00000000000000	3	3	3	12	12	12	     0	     0	     0	2C(57.0214), 8C(57.0214)		
sp|O14908|GIPC1_HUMAN	O14908	GIPC1_HUMAN	GIPC1	333	false	false	Homo sapiens	PDZ domain-containing protein GIPC1	1:Experimental evidence at protein level	17.42	1.0000	0.9990	0.00000000000000	5	4	5	16	11	16	     0	     0	     0	9C(57.0214)		
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	false	false	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim23	1:Experimental evidence at protein level	26.79	1.0000	0.9990	0.00000000000000	4	1	4	16	3	16	     0	     0	     0			
sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	419	false	false	Homo sapiens	Histone acetyltransferase type B catalytic subunit	1:Experimental evidence at protein level	32.94	1.0000	0.9990	0.00000000000000	9	9	9	47	47	47	     0	     0	     0	1C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	false	false	Homo sapiens	Peripheral plasma membrane protein CASK	1:Experimental evidence at protein level	14.36	1.0000	0.9990	0.00000000000000	8	8	8	18	18	18	     0	     0	     0	14C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	false	false	Homo sapiens	Cytochrome b-c1 complex subunit 8	1:Experimental evidence at protein level	25.61	1.0000	0.9990	0.00000000000000	2	2	2	9	9	9	     0	     0	     0			
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	false	false	Homo sapiens	Myosin regulatory light chain 12B	1:Experimental evidence at protein level	58.72	1.0000	0.9990	0.00000000000000	8	0	8	58	0	58	     0	     0	     0	5C(57.0214)		sp|P19105|ML12A_HUMAN
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	false	false	Homo sapiens	Hepatocyte growth factor-regulated tyrosine kinase substrate	1:Experimental evidence at protein level	12.48	1.0000	0.9990	0.00000000000000	8	8	8	19	19	19	     0	     0	     0	10C(57.0214), 2C(57.0214), 5C(57.0214)		
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	false	false	Homo sapiens	Protein phosphatase 1 regulatory subunit 12A	1:Experimental evidence at protein level	15.73	1.0000	0.9990	0.00000000000000	11	11	11	37	37	37	     0	     0	     0	11C(57.0214), 7C(57.0214)		
sp|O14975|S27A2_HUMAN	O14975	S27A2_HUMAN	SLC27A2	620	false	false	Homo sapiens	Long-chain fatty acid transport protein 2	1:Experimental evidence at protein level	53.39	1.0000	0.9990	0.00000000000000	27	27	27	144	144	144	     0	     0	     0	10C(57.0214), 11C(57.0214), 3C(57.0214), 5C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein D-like	1:Experimental evidence at protein level	23.81	1.0000	0.9990	0.00000000000000	9	7	8	66	44	59	     0	     0	     0	3C(57.0214), 4C(57.0214), 7C(57.0214)		
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	false	false	Homo sapiens	Exportin-1	1:Experimental evidence at protein level	48.93	1.0000	0.9990	0.00000000000000	40	40	40	263	263	263	     0	     0	     0	12C(57.0214), 18C(57.0214), 19C(57.0214), 1C(57.0214), 2M(15.9949), 6C(57.0214), 6M(15.9949)		
sp|O14981|BTAF1_HUMAN	O14981	BTAF1_HUMAN	BTAF1	1849	false	false	Homo sapiens	TATA-binding protein-associated factor 172	1:Experimental evidence at protein level	5.19	1.0000	0.9990	0.00000000000000	5	5	5	10	10	10	     0	     0	     0			
sp|O15013|ARHGA_HUMAN	O15013	ARHGA_HUMAN	ARHGEF10	1369	false	false	Homo sapiens	Rho guanine nucleotide exchange factor 10	1:Experimental evidence at protein level	6.28	1.0000	0.9990	0.00000000000000	5	4	5	5	4	5	     0	     0	     0	8C(57.0214)		
sp|O15020|SPTN2_HUMAN	O15020	SPTN2_HUMAN	SPTBN2	2390	false	false	Homo sapiens	Spectrin beta chain, non-erythrocytic 2	1:Experimental evidence at protein level	11.72	1.0000	0.9990	0.00000000000000	18	12	12	50	31	31	     0	     0	     0	6C(57.0214), 9C(57.0214)		
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	false	false	Homo sapiens	Protein transport protein Sec16A	1:Experimental evidence at protein level	22.74	1.0000	0.9990	0.00000000000000	31	31	31	82	82	82	     0	     0	     0	12C(57.0214), 14C(57.0214), 15C(57.0214), 1C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	false	false	Homo sapiens	Plexin-B2	1:Experimental evidence at protein level	10.45	1.0000	0.9990	0.00000000000000	11	11	11	28	28	28	     0	     0	     0	10C(57.0214), 12C(57.0214), 15C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	false	false	Homo sapiens	U2 snRNP-associated SURP motif-containing protein	1:Experimental evidence at protein level	22.06	1.0000	0.9990	0.00000000000000	17	17	17	55	55	55	     0	     0	     0	2C(57.0214)		
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	false	false	Homo sapiens	Phosphoribosylformylglycinamidine synthase	1:Experimental evidence at protein level	44.99	1.0000	0.9990	0.00000000000000	35	35	35	154	154	154	     0	     0	     0	11C(57.0214), 12C(57.0214), 13C(57.0214), 15C(57.0214), 1C(57.0214), 2C(57.0214), 33C(57.0214), 35C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|O15084|ANR28_HUMAN	O15084	ANR28_HUMAN	ANKRD28	1053	false	false	Homo sapiens	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	1:Experimental evidence at protein level	6.55	1.0000	0.9990	0.00000000000000	4	4	4	7	7	7	     0	     0	     0	18C(57.0214), 9C(57.0214)		
sp|O15116|LSM1_HUMAN	O15116	LSM1_HUMAN	LSM1	133	false	false	Homo sapiens	U6 snRNA-associated Sm-like protein LSm1	1:Experimental evidence at protein level	43.61	1.0000	0.9990	0.00000000000000	4	4	4	11	11	11	     0	     0	     0	N-term(42.0106)		
sp|O15118|NPC1_HUMAN	O15118	NPC1_HUMAN	NPC1	1278	false	false	Homo sapiens	NPC intracellular cholesterol transporter 1	1:Experimental evidence at protein level	5.16	1.0000	0.9990	0.00000000000000	4	4	4	15	15	15	     0	     0	     0	13C(57.0214), 14C(57.0214), 15C(57.0214), 18C(57.0214), 22C(57.0214), 2C(57.0214)		
sp|O15120|PLCB_HUMAN	O15120	PLCB_HUMAN	AGPAT2	278	false	false	Homo sapiens	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	1:Experimental evidence at protein level	17.99	1.0000	0.9990	0.00000000000000	4	4	4	10	10	10	     0	     0	     0			
sp|O15126|SCAM1_HUMAN	O15126	SCAM1_HUMAN	SCAMP1	338	false	false	Homo sapiens	Secretory carrier-associated membrane protein 1	1:Experimental evidence at protein level	21.30	1.0000	0.9990	0.00000000000000	4	4	4	14	14	14	     0	     0	     0			
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	false	false	Homo sapiens	Secretory carrier-associated membrane protein 2	1:Experimental evidence at protein level	18.84	1.0000	0.9990	0.00000000000000	4	4	4	9	9	9	     0	     0	     0	2C(57.0214)		
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 1B	1:Experimental evidence at protein level	48.66	1.0000	0.9990	0.00000000000000	13	11	13	42	35	42	     0	     0	     0	11C(57.0214), 12C(57.0214), 16C(57.0214), 1C(57.0214), 20C(57.0214), 5C(57.0214), N-term(42.0106)		
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 2	1:Experimental evidence at protein level	55.33	1.0000	0.9990	0.00000000000000	15	15	15	62	62	62	     0	     0	     0	2C(57.0214), 3C(57.0214)		
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 3	1:Experimental evidence at protein level	47.75	1.0000	0.9990	0.00000000000000	7	7	7	58	58	58	     0	     0	     0	4C(57.0214)		
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	false	false	Homo sapiens	DNA-directed RNA polymerases I and III subunit RPAC1	1:Experimental evidence at protein level	43.64	1.0000	0.9990	0.00000000000000	10	10	10	36	36	36	     0	     0	     0	1C(57.0214), N-term(42.0106)		
sp|O15162|PLS1_HUMAN	O15162	PLS1_HUMAN	PLSCR1	318	false	false	Homo sapiens	Phospholipid scramblase 1	1:Experimental evidence at protein level	12.58	1.0000	0.9990	0.00000000000000	3	3	3	10	10	10	     0	     0	     0	10C(57.0214), 11C(57.0214)		
sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	223	false	false	Homo sapiens	Membrane-associated progesterone receptor component 2	1:Experimental evidence at protein level	35.87	1.0000	0.9990	0.00000000000000	7	6	6	24	19	19	     0	     0	     0			
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	false	false	Homo sapiens	Prefoldin subunit 6	1:Experimental evidence at protein level	42.64	1.0000	0.9990	0.00000000000000	5	5	5	20	20	20	     0	     0	     0			
sp|O15213|WDR46_HUMAN	O15213	WDR46_HUMAN	WDR46	610	false	false	Homo sapiens	WD repeat-containing protein 46	1:Experimental evidence at protein level	29.02	1.0000	0.9990	0.00000000000000	12	12	12	37	37	37	     0	     0	     0	2C(57.0214), 3C(57.0214), 7C(57.0214)		
sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	690	false	false	Homo sapiens	NF-kappa-B-repressing factor	1:Experimental evidence at protein level	24.20	1.0000	0.9990	0.00000000000000	12	12	12	31	31	31	     0	     0	     0	13C(57.0214), 1C(57.0214), 5C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|O15228|GNPAT_HUMAN	O15228	GNPAT_HUMAN	GNPAT	680	false	false	Homo sapiens	Dihydroxyacetone phosphate acyltransferase	1:Experimental evidence at protein level	7.65	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	     0	     0	     0	13C(57.0214)		
sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	3695	false	false	Homo sapiens	Laminin subunit alpha-5	1:Experimental evidence at protein level	1.06	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	     0	     0	     0	7C(57.0214)		
sp|O15258|RER1_HUMAN	O15258	RER1_HUMAN	RER1	196	false	false	Homo sapiens	Protein RER1	1:Experimental evidence at protein level	28.57	1.0000	0.9990	0.00000000000000	5	5	5	17	17	17	     0	     0	     0	N-term(42.0106)		
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	false	false	Homo sapiens	Surfeit locus protein 4	1:Experimental evidence at protein level	24.54	1.0000	0.9990	0.00000000000000	6	6	6	39	39	39	     0	     0	     0	2C(57.0214), N-term(42.0106)		
sp|O15269|SPTC1_HUMAN	O15269	SPTC1_HUMAN	SPTLC1	473	false	false	Homo sapiens	Serine palmitoyltransferase 1	1:Experimental evidence at protein level	15.43	1.0000	0.9990	0.00000000000000	5	5	5	9	9	9	     0	     0	     0	6C(57.0214), 9C(57.0214)		
sp|O15270|SPTC2_HUMAN	O15270	SPTC2_HUMAN	SPTLC2	562	false	false	Homo sapiens	Serine palmitoyltransferase 2	1:Experimental evidence at protein level	15.12	1.0000	0.9990	0.00000000000000	6	6	6	13	13	13	     0	     0	     0	10C(57.0214), 2C(57.0214)		
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	false	false	Homo sapiens	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	1:Experimental evidence at protein level	31.36	1.0000	0.9990	0.00000000000000	20	20	20	54	54	54	     0	     0	     0	11C(57.0214), 13C(57.0214), 1C(57.0214), 2C(57.0214), 5C(57.0214), 8C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	false	false	Homo sapiens	Phosphomannomutase 2	1:Experimental evidence at protein level	38.21	1.0000	0.9990	0.00000000000000	8	8	8	28	28	28	     0	     0	     0	8C(57.0214), N-term(42.0106)		
sp|O15344|TRI18_HUMAN	O15344	TRI18_HUMAN	MID1	667	false	false	Homo sapiens	E3 ubiquitin-protein ligase Midline-1	1:Experimental evidence at protein level	6.45	1.0000	0.9990	0.00000000000000	3	3	3	11	11	11	     0	     0	     0	10C(57.0214), 13C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	200	false	false	Homo sapiens	High mobility group protein B3	1:Experimental evidence at protein level	41.00	1.0000	0.9990	0.00000000000000	8	8	8	31	31	31	     0	     0	     0	11C(57.0214)		
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	false	false	Homo sapiens	Protein phosphatase 1G	1:Experimental evidence at protein level	47.07	1.0000	0.9990	0.00000000000000	17	17	17	108	108	108	     0	     0	     0	21C(57.0214)		
sp|O15357|SHIP2_HUMAN	O15357	SHIP2_HUMAN	INPPL1	1258	false	false	Homo sapiens	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	1:Experimental evidence at protein level	16.45	1.0000	0.9990	0.00000000000000	14	14	14	33	33	33	     0	     0	     0	11C(57.0214), 13C(57.0214), 4C(57.0214)		
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit D	1:Experimental evidence at protein level	52.01	1.0000	0.9990	0.00000000000000	19	19	19	93	93	93	     0	     0	     0	12C(57.0214), 13C(57.0214), 16C(57.0214), 17C(57.0214), 18C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214)		
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	false	false	Homo sapiens	Eukaryotic translation initiation factor 3 subunit H	1:Experimental evidence at protein level	36.93	1.0000	0.9990	0.00000000000000	11	11	11	46	46	46	     0	     0	     0	14C(57.0214)		
sp|O15381|NVL_HUMAN	O15381	NVL_HUMAN	NVL	856	false	false	Homo sapiens	Nuclear valosin-containing protein-like	1:Experimental evidence at protein level	14.84	1.0000	0.9990	0.00000000000000	8	8	8	17	17	17	     0	     0	     0	8C(57.0214)		
sp|O15382|BCAT2_HUMAN	O15382	BCAT2_HUMAN	BCAT2	392	false	false	Homo sapiens	Branched-chain-amino-acid aminotransferase, mitochondrial	1:Experimental evidence at protein level	35.46	1.0000	0.9990	0.00000000000000	11	11	11	45	45	45	     0	     0	     0	12C(57.0214), 2C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|O15397|IPO8_HUMAN	O15397	IPO8_HUMAN	IPO8	1037	false	false	Homo sapiens	Importin-8	1:Experimental evidence at protein level	18.90	1.0000	0.9990	0.00000000000000	13	13	13	53	53	53	     0	     0	     0	10C(57.0214), 12C(57.0214), 3C(57.0214), 5C(57.0214)		
sp|O15427|MOT4_HUMAN	O15427	MOT4_HUMAN	SLC16A3	465	false	false	Homo sapiens	Monocarboxylate transporter 4	1:Experimental evidence at protein level	26.45	1.0000	0.9990	0.00000000000000	10	10	10	30	30	30	     0	     0	     0	17C(57.0214)		
sp|O15438|MRP3_HUMAN	O15438	MRP3_HUMAN	ABCC3	1527	false	false	Homo sapiens	ATP-binding cassette sub-family C member 3	1:Experimental evidence at protein level	3.99	1.0000	0.9990	0.00000000000000	4	4	4	6	6	6	     0	     0	     0			
sp|O15446|RPA34_HUMAN	O15446	RPA34_HUMAN	POLR1G	510	false	false	Homo sapiens	DNA-directed RNA polymerase I subunit RPA34	1:Experimental evidence at protein level	27.45	1.0000	0.9990	0.00000000000000	6	6	6	29	29	29	     0	     0	     0	26C(57.0214), 2C(57.0214), 5C(57.0214)		
sp|O15498|YKT6_HUMAN	O15498	YKT6_HUMAN	YKT6	198	false	false	Homo sapiens	Synaptobrevin homolog YKT6	1:Experimental evidence at protein level	40.40	1.0000	0.9990	0.00000000000000	6	6	6	24	24	24	     0	     0	     0	6C(57.0214)		
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	false	false	Homo sapiens	Actin-related protein 2/3 complex subunit 5	1:Experimental evidence at protein level	56.95	1.0000	0.9990	0.00000000000000	6	5	6	29	28	29	     0	     0	     0	22C(57.0214)		
sp|O15514|RPB4_HUMAN	O15514	RPB4_HUMAN	POLR2D	142	false	false	Homo sapiens	DNA-directed RNA polymerase II subunit RPB4	1:Experimental evidence at protein level	34.51	1.0000	0.9990	0.00000000000000	3	3	3	13	13	13	     0	     0	     0	10C(57.0214), 5C(57.0214)		
sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	false	false	Homo sapiens	Tapasin	1:Experimental evidence at protein level	9.38	1.0000	0.9990	0.00000000000000	4	4	4	16	16	16	     0	     0	     0	11C(57.0214), 7C(57.0214)		
sp|O15541|R113A_HUMAN	O15541	R113A_HUMAN	RNF113A	343	false	false	Homo sapiens	E3 ubiquitin-protein ligase RNF113A	1:Experimental evidence at protein level	17.20	1.0000	0.9990	0.00000000000000	4	4	4	15	15	15	     0	     0	     0	1C(57.0214), 4C(57.0214), 6C(57.0214)		
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	false	false	Homo sapiens	ATP-dependent RNA helicase DHX15	1:Experimental evidence at protein level	45.79	1.0000	0.9990	0.00000000000000	31	30	31	152	148	152	     0	     0	     0	14C(57.0214), 2C(57.0214), 8C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|O43148|MCES_HUMAN	O43148	MCES_HUMAN	RNMT	476	false	false	Homo sapiens	mRNA cap guanine-N7 methyltransferase	1:Experimental evidence at protein level	24.37	1.0000	0.9990	0.00000000000000	8	8	8	24	24	24	     0	     0	     0	3C(57.0214), 9C(57.0214)		
sp|O43156|TTI1_HUMAN	O43156	TTI1_HUMAN	TTI1	1089	false	false	Homo sapiens	TELO2-interacting protein 1 homolog	1:Experimental evidence at protein level	13.04	1.0000	0.9990	0.00000000000000	9	9	9	24	24	24	     0	     0	     0	17C(57.0214), 20C(57.0214)		
sp|O43159|RRP8_HUMAN	O43159	RRP8_HUMAN	RRP8	456	false	false	Homo sapiens	Ribosomal RNA-processing protein 8	1:Experimental evidence at protein level	26.10	1.0000	0.9990	0.00000000000000	8	8	8	21	21	21	     0	     0	     0	11C(57.0214), 13C(57.0214), 16C(57.0214), 5C(57.0214)		
sp|O43169|CYB5B_HUMAN	O43169	CYB5B_HUMAN	CYB5B	150	false	false	Homo sapiens	Cytochrome b5 type B	1:Experimental evidence at protein level	53.33	1.0000	0.9990	0.00000000000000	4	4	4	39	39	39	     0	     0	     0	N-term(42.0106)		
sp|O43172|PRP4_HUMAN	O43172	PRP4_HUMAN	PRPF4	522	false	false	Homo sapiens	U4/U6 small nuclear ribonucleoprotein Prp4	1:Experimental evidence at protein level	45.02	1.0000	0.9990	0.00000000000000	15	15	15	48	48	48	     0	     0	     0	16C(57.0214), 18C(57.0214), 1C(57.0214), 23C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	false	false	Homo sapiens	D-3-phosphoglycerate dehydrogenase	1:Experimental evidence at protein level	63.98	1.0000	0.9990	0.00000000000000	24	24	24	328	328	328	     0	     0	     0	10C(57.0214), 11C(57.0214), 1C(57.0214), 20C(57.0214), 24M(15.9949), 25C(57.0214), 5C(57.0214), 5M(15.9949), 7C(57.0214), 8M(15.9949)		
sp|O43181|NDUS4_HUMAN	O43181	NDUS4_HUMAN	NDUFS4	175	false	false	Homo sapiens	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1:Experimental evidence at protein level	28.57	1.0000	0.9990	0.00000000000000	3	3	3	12	12	12	     0	     0	     0			
sp|O43237|DC1L2_HUMAN	O43237	DC1L2_HUMAN	DYNC1LI2	492	false	false	Homo sapiens	Cytoplasmic dynein 1 light intermediate chain 2	1:Experimental evidence at protein level	49.19	1.0000	0.9990	0.00000000000000	14	13	13	50	43	43	     0	     0	     0	12C(57.0214), 33C(57.0214)		
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	false	false	Homo sapiens	26S proteasome non-ATPase regulatory subunit 3	1:Experimental evidence at protein level	47.19	1.0000	0.9990	0.00000000000000	21	21	21	89	89	89	     0	     0	     0	4C(57.0214)		
sp|O43251|RFOX2_HUMAN	O43251	RFOX2_HUMAN	RBFOX2	390	false	false	Homo sapiens	RNA binding protein fox-1 homolog 2	1:Experimental evidence at protein level	12.82	1.0000	0.9990	0.00000000000000	3	1	3	11	5	11	     0	     0	     0			
sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	624	false	false	Homo sapiens	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	1:Experimental evidence at protein level	10.90	1.0000	0.9990	0.00000000000000	4	3	4	11	8	11	     0	     0	     0	2C(57.0214), 4C(57.0214), 9C(57.0214)		
sp|O43264|ZW10_HUMAN	O43264	ZW10_HUMAN	ZW10	779	false	false	Homo sapiens	Centromere/kinetochore protein zw10 homolog	1:Experimental evidence at protein level	22.85	1.0000	0.9990	0.00000000000000	12	12	12	31	31	31	     0	     0	     0	14C(57.0214), 5C(57.0214), 6C(57.0214), N-term(42.0106)		
sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	false	false	Homo sapiens	U4/U6.U5 tri-snRNP-associated protein 1	1:Experimental evidence at protein level	33.75	1.0000	0.9990	0.00000000000000	19	19	19	64	64	64	     0	     0	     0			
sp|O43292|GPAA1_HUMAN	O43292	GPAA1_HUMAN	GPAA1	621	false	false	Homo sapiens	Glycosylphosphatidylinositol anchor attachment 1 protein	1:Experimental evidence at protein level	12.40	1.0000	0.9990	0.00000000000000	6	6	6	15	15	15	     0	     0	     0	5C(57.0214)		
sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	false	false	Homo sapiens	Eukaryotic translation elongation factor 1 epsilon-1	1:Experimental evidence at protein level	54.02	1.0000	0.9990	0.00000000000000	8	8	8	32	32	32	     0	     0	     0	N-term(42.0106)		
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	false	false	Homo sapiens	Heterogeneous nuclear ribonucleoprotein R	1:Experimental evidence at protein level	51.50	1.0000	0.9990	0.00000000000000	26	20	20	230	174	174	     0	     0	     0	2C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	683	false	false	Homo sapiens	U4/U6 small nuclear ribonucleoprotein Prp3	1:Experimental evidence at protein level	25.48	1.0000	0.9990	0.00000000000000	12	12	12	37	37	37	     0	     0	     0	16C(57.0214)		
